Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Map of Mount Rainier National Park,Map of Mount Rainier National Park,,eng,,"U.S. Geological Survey (Washington, D.C.?)",,,1924,,1924-1924,Washington,,https://umedia.lib.umn.edu/item/p16022coll230:4221,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4221,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4221/manifest.json,UMN_ALMA:9976555905001701,p16022coll230:4221,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Okanogan Project, Washington","Okanogan Project, Washington",,eng,,"Reclamation Service (Washington, D.C)",,Irrigation|Irrigation,1913,,1913-1913,Washington,,https://umedia.lib.umn.edu/item/p16022coll230:4243,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4243,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4243/manifest.json,UMN_ALMA:9976555898701701,p16022coll230:4243,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Railroad Commissioner's map of Washington,Railroad Commissioner's map of Washington,,eng,,"Rand,  McNally & Co.,  engravers (Chicago)",,Railroads,1907,,1907-1907,Washington,,https://umedia.lib.umn.edu/item/p16022coll230:4144,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4144,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4144/manifest.json,UMN_ALMA:9950026380001701,p16022coll230:4144,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Washington,State of Washington,,eng,,"General Land Office (Washington, D.C)",,Land Use|Coal|Public Lands,1906,,1906-1906,Washington,,https://umedia.lib.umn.edu/item/p16022coll230:4267,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4267,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4267/manifest.json,UMN_ALMA:9978376428501701,p16022coll230:4267,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Plan of the city intended for the permanent seat of the government of t[he] United States : projected agreeable to the direction of the President of the United States, in pursuance of an act of Congress passed the sixteenth day of July, MDCCXC, ""establishing the permanent seat on the bank of the Potowmac"" : [Washington D.C.]","Plan of the city intended for the permanent seat of the government of t[he] United States : projected agreeable to the direction of the President of the United States, in pursuance of an act of Congress passed the sixteenth day of July, MDCCXC, ""establishing the permanent seat on the bank of the Potowmac"" : [Washington D.C.]",,eng,,United States Coast and Geodetic Survey (Washington),,,1887,,1887-1887,"Washington, District of Columbia",,https://umedia.lib.umn.edu/item/p16022coll230:4072,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4072,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4072/manifest.json,UMN_ALMA:9973941197401701,p16022coll230:4072,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"S.W. Colorado, San Juan mining region : atlas sheet no. 61(C)","S.W. Colorado, San Juan mining region : atlas sheet no. 61(C)",,eng,,"(Washington,  D.C)",,,1876,,1876-1876,"Washington, District of Columbia",,https://umedia.lib.umn.edu/item/p16022coll230:4223,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4223,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4223/manifest.json,UMN_ALMA:9931968370001701,p16022coll230:4223,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Hydrographic map of Big Cedar Lake, Wisconsin, Washington Co.","Hydrographic map of Big Cedar Lake, Wisconsin, Washington Co.",,eng,,"Wisconsin Geological and Natural History Survey (Madison, Wis)",,Hydrology|Hydrology|Lakes,1899,,1899-1899,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4103,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4103,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4103/manifest.json,UMN_ALMA:9976655909501701,p16022coll230:4103,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Hydrographic map of Delavan and Lauderdale lakes. Walworth Co., Wisconsin","Hydrographic map of Delavan and Lauderdale lakes. Walworth Co., Wisconsin",,eng,,"The Survey (Madison, Wis)",,Hydrography|Hydrology|Lakes,1899,,1899-1899,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4084,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4084,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4084/manifest.json,UMN_ALMA:9976561585601701,p16022coll230:4084,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Hydrographic map of Green Lake, Green Lake County, Wis.","Hydrographic map of Green Lake, Green Lake County, Wis.",,eng,,"The Survey (Madison, Wis)",,Hydrology,1898,,1898-1898,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4070,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4070,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4070/manifest.json,UMN_ALMA:9976574997301701,p16022coll230:4070,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Hydrographic map of the Chain-O'-Lakes, Waupaca County, Wis.","Hydrographic map of the Chain-O'-Lakes, Waupaca County, Wis.",,eng,,"The Survey (Madison, Wis)",,Hydrology|Hydrology|Lakes,1899,,1899-1899,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4087,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4087,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4087/manifest.json,UMN_ALMA:9976635909001701,p16022coll230:4087,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Hydrographic map of the Oconomowoc-Waukesha Lake District, Waukesha County, Wis.","Hydrographic map of the Oconomowoc-Waukesha Lake District, Waukesha County, Wis.",,eng,,"The Survey (Madison, Wis)",,Hydrology|Lakes,1898,,1898-1898,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4100,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4100,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4100/manifest.json,UMN_ALMA:9976670408201701,p16022coll230:4100,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Map of portions of Chippewa, Clark and Eau Claire Counties, Wisconsin","Map of portions of Chippewa, Clark and Eau Claire Counties, Wisconsin",,eng,,"Minneapolis, St. Paul and Sault Ste. Marie Railway Co (Minneapolis, Minn)",,,1917,,1917-1917,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4097,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4097,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4097/manifest.json,UMN_ALMA:9976878106201701,p16022coll230:4097,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map showing the surficial deposits of southeastern Wisconsin,Map showing the surficial deposits of southeastern Wisconsin,,eng,,"U.S. Geological Survey (Washington, D.C)",,Geology,1918,,1918-1918,Wisconsin,,https://umedia.lib.umn.edu/item/p16022coll230:4091,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4091,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4091/manifest.json,UMN_ALMA:9976670209001701,p16022coll230:4091,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Description of post,Description of post,,eng,,publisher not identified (Wyoming?),,Fortification,1869,,1869-1869,Wyoming,,https://umedia.lib.umn.edu/item/p16022coll230:4235,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4235,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4235/manifest.json,UMN_ALMA:9946823030001701,p16022coll230:4235,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Locality and history of post : plan of Ft. Laramie,Locality and history of post : plan of Ft. Laramie,,eng,,publisher not identified (Wyoming?),,Fortification,1867,,1867-1867,Wyoming,,https://umedia.lib.umn.edu/item/p16022coll230:4266,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4266,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4266/manifest.json,UMN_ALMA:9946810710001701,p16022coll230:4266,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Shoshone Irrigation Project, Wyoming : Garland Division","Shoshone Irrigation Project, Wyoming : Garland Division",,eng,,"The Service (Washington, D.C)",,Shoshone Project|Shoshone Project|Irrigation,1922,,1922-1922,Wyoming,,https://umedia.lib.umn.edu/item/p16022coll230:4232,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4232,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4232/manifest.json,UMN_ALMA:9976556008301701,p16022coll230:4232,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Wyoming,State of Wyoming,,eng,,"A.B. Graham Co., Photo-Lithographers (Washington, D.C)",,Land Use|Counties|Cities and Towns|Indian Reservations|Military Bases|Forest Reserves|Coal,1906,,1906-1906,Wyoming,,https://umedia.lib.umn.edu/item/p16022coll230:4217,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4217,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4217/manifest.json,UMN_ALMA:9978376630501701,p16022coll230:4217,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
